id,loan_amnt,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,default,purpose,title,addr_state
204,18000.0,36 months,8.99,572.32,B,system analyst,6 years,RENT,90000.0,Verified,0,credit_card,Credit card refinancing,MI
205,6100.0,36 months,9.44,195.23,C,Regional Business Director,10+ years,MORTGAGE,56160.0,Source Verified,0,debt_consolidation,Debt consolidation,NC
206,35000.0,60 months,22.4,974.64,E,"SVP, Capital Planning",3 years,MORTGAGE,160000.0,Verified,0,small_business,Capital for Business ,AL
207,25975.0,60 months,19.99,688.04,B,maintenace engineer,10+ years,OWN,51995.0,Source Verified,0,credit_card,Credit card refinancing,WI
208,25175.0,36 months,9.17,802.56,G,president,4 years,MORTGAGE,450002.0,Source Verified,0,debt_consolidation,Debt consolidation,NC
209,8000.0,36 months,18.06,289.47,D,Administrative Online Instructor,3 years,MORTGAGE,65000.0,Source Verified,0,debt_consolidation,Debt consolidation,KS
210,30875.0,36 months,25.29,1232.33,E,Supervisor,2 years,MORTGAGE,79672.0,Verified,0,debt_consolidation,Debt consolidation,WI
211,18000.0,36 months,16.29,635.41,D,City of prabody,10+ years,MORTGAGE,40000.0,Not Verified,0,debt_consolidation,CleAn up. ,MA
212,10000.0,36 months,6.49,306.45,A,Emergency Manager,10+ years,RENT,54000.0,Not Verified,0,credit_card,Credit card refinancing,NM
213,35000.0,36 months,15.31,1218.61,C,Truck Driver,3 years,OWN,80000.0,Source Verified,0,home_improvement,Home improvement,AZ
214,5000.0,36 months,12.99,168.45,A,Trainer,10+ years,RENT,60000.0,Not Verified,0,debt_consolidation,Debt consolidation,VA
215,14000.0,36 months,13.68,476.32,B,Life Care Centers of America,2 years,RENT,93000.0,Not Verified,0,debt_consolidation,Thankful Consolidation Loan,TN
216,25000.0,36 months,7.35,775.94,C,owner/painter,10+ years,MORTGAGE,79000.0,Verified,0,debt_consolidation,Debt consolidation,AL
217,4800.0,36 months,15.61,167.84,F,Medical Assistant,< 1 year,OWN,27000.0,Verified,0,debt_consolidation,Debt consolidation,VA
218,15000.0,36 months,10.49,487.47,C,Bond accountant,10+ years,MORTGAGE,54359.0,Not Verified,0,debt_consolidation,Debt consolidation,OH
219,31750.0,60 months,26.77,965.14,F,Area Manager,2 years,MORTGAGE,100000.0,Verified,0,debt_consolidation,Debt consolidation,MI
220,18000.0,36 months,6.03,547.84,D,LMS Assistant Administrator,2 years,RENT,103000.0,Not Verified,0,debt_consolidation,Debt consolidation,GA
221,25000.0,36 months,15.99,878.81,A,Tugboats   Captain ,10+ years,MORTGAGE,140000.0,Source Verified,0,credit_card,Credit card refinancing,MS
222,10950.0,60 months,17.57,275.51,B,Customer Service Staff,5 years,RENT,28500.0,Verified,0,debt_consolidation,Debt consolidation,GA
223,12000.0,60 months,8.18,244.36,A,Account Manager ,5 years,MORTGAGE,102000.0,Source Verified,0,debt_consolidation,Debt consolidation,RI
224,7075.0,36 months,13.49,240.06,E,SAles,5 years,MORTGAGE,55000.0,Verified,0,credit_card,Credit card refinancing,MA
225,24000.0,36 months,6.03,730.46,C,Consultant,< 1 year,RENT,170000.0,Source Verified,0,credit_card,Credit card refinancing,DC
226,10000.0,36 months,16.49,354.0,F,Customer service ,10+ years,OWN,50000.0,Not Verified,1,debt_consolidation,Debt consolidation,AZ
227,11000.0,36 months,11.49,362.69,B,Assistant Manager ,5 years,RENT,36000.0,Verified,0,debt_consolidation,Debt consolidation,OR
228,5000.0,36 months,13.67,170.09,A,Strategic Acct Mgr (Sales),10+ years,RENT,78000.0,Not Verified,0,debt_consolidation,Debt consolidation,OH
229,2400.0,36 months,12.74,80.57,D,National Accts Coordinator,10+ years,OWN,77000.0,Verified,0,vacation,Vacation,MI
230,26000.0,36 months,11.48,857.13,B,account manager,10+ years,MORTGAGE,102000.0,Source Verified,0,debt_consolidation,Debt consolidation,MA
231,15475.0,36 months,17.99,559.39,D,VSR,2 years,OWN,52000.0,Not Verified,0,debt_consolidation,Debt consolidation,OH
232,25000.0,36 months,13.33,846.33,A,Crane op.,8 years,MORTGAGE,79000.0,Verified,0,debt_consolidation,Debt consolidation,GA
233,9600.0,36 months,8.67,303.81,A,Web Developer,7 years,RENT,55000.0,Not Verified,1,credit_card,Credit card refinancing,AZ
234,5000.0,36 months,6.99,154.37,A,Senior Financial Counselor,10+ years,MORTGAGE,120000.0,Not Verified,0,debt_consolidation,Debt consolidation,MA
235,16000.0,36 months,11.67,528.92,A,Senior Associate,2 years,MORTGAGE,160000.0,Not Verified,0,credit_card,Credit card refinancing,AL
236,30300.0,60 months,13.99,704.88,A,Comuter Consultant,8 years,MORTGAGE,98000.0,Source Verified,0,debt_consolidation,Debt consolidation,WA
237,21850.0,60 months,11.99,485.94,A,Pastor,3 years,MORTGAGE,102000.0,Not Verified,0,debt_consolidation,Debt consolidation,GA
238,5000.0,36 months,18.75,182.65,E,"Inphonite, LLC",6 years,RENT,41000.0,Verified,0,debt_consolidation,Debt consolidation Loan,AZ
239,12000.0,60 months,18.49,307.93,G,Shipper,1 year,MORTGAGE,30000.0,Source Verified,1,debt_consolidation,Debt consolidation,KY
240,12000.0,36 months,15.1,416.58,F,Systems Engineer,4 years,RENT,90000.0,Not Verified,0,credit_card,CC_Refi,WA
241,8000.0,36 months,12.21,266.52,B,driver,< 1 year,MORTGAGE,87000.0,Source Verified,0,major_purchase,LSA Airplane Purchase,OH
242,12000.0,36 months,7.29,372.12,E,michaigan state univeersity,8 years,MORTGAGE,90000.0,Not Verified,0,debt_consolidation,debt,MI
243,35000.0,60 months,20.99,946.68,G,HR Manager,3 years,MORTGAGE,83000.0,Verified,0,debt_consolidation,Debt consolidation,IN
244,35000.0,36 months,11.99,1162.34,B,Regional Sales Manager,3 years,MORTGAGE,145000.0,Not Verified,1,debt_consolidation,Debt consolidation,VA
245,15000.0,36 months,7.26,464.95,D,Network Analyst,,MORTGAGE,55000.0,Verified,1,credit_card,Credit card refinancing,NM
246,5600.0,36 months,9.91,180.46,C,Windstream,< 1 year,RENT,40000.0,Source Verified,0,credit_card,Catch up,SC
247,9600.0,36 months,6.03,292.19,F,Customer Service Associate,2 years,OWN,37000.0,Not Verified,0,debt_consolidation,Debt consolidation,MO
248,22525.0,36 months,14.99,780.73,B,Pastor,10+ years,MORTGAGE,49000.0,Verified,1,debt_consolidation,Debt consolidation,MI
249,6000.0,36 months,17.57,215.63,D,consumer service associate 2,2 years,RENT,72500.0,Source Verified,0,moving,Moving and relocation,CO
250,12000.0,36 months,13.65,408.1,G,paramedic,2 years,RENT,52000.0,Source Verified,0,debt_consolidation,Debt consolidation,MA
251,1500.0,36 months,18.99,54.98,F,operator,10+ years,MORTGAGE,46425.0,Verified,0,other,Other,WI
252,12000.0,36 months,14.31,411.95,G,Assistant Manager,5 years,OWN,42000.0,Source Verified,0,debt_consolidation,Debt consolidation,OH
253,35000.0,36 months,16.24,1234.65,A,,10+ years,MORTGAGE,88230.0,Verified,0,credit_card,Credit card refinancing,OK
254,12000.0,60 months,18.92,310.76,D,PSE,2 years,RENT,34000.0,Source Verified,0,debt_consolidation,Debt consolidation,CO
255,25000.0,36 months,11.14,820.13,F,,10+ years,MORTGAGE,235000.0,Verified,0,debt_consolidation,Debt Consol,OH
256,20000.0,36 months,15.31,696.35,D,Contract Specialist,7 years,MORTGAGE,98289.0,Source Verified,0,debt_consolidation,Debt consolidation,VA
257,19200.0,36 months,7.89,600.69,C,CEO,10+ years,OWN,243000.0,Verified,0,debt_consolidation,Debt consolidation,VA
258,16000.0,60 months,12.62,360.95,C,Welder/fabricator,2 years,RENT,111004.0,Source Verified,0,debt_consolidation,Debt consolidation,NV
259,17000.0,36 months,15.81,596.08,D,Teacher / Coach,6 years,RENT,46000.0,Verified,1,debt_consolidation,consolidation,CO
260,28900.0,36 months,11.53,953.42,A,MEL Specialist,10+ years,MORTGAGE,130000.0,Verified,0,debt_consolidation,Debt consolidation,AK
261,28000.0,36 months,12.74,939.93,B,,,MORTGAGE,78000.0,Not Verified,0,debt_consolidation,Debt consolidation,MI
262,15000.0,60 months,16.99,372.71,B,Police officer,10+ years,MORTGAGE,54400.0,Source Verified,1,debt_consolidation,Debt consolidation,GA
263,8000.0,36 months,23.99,313.83,B,Assistant manager ,5 years,RENT,86325.0,Not Verified,0,other,Other,MA
264,9750.0,36 months,9.49,312.28,D,Engineer,3 years,MORTGAGE,35000.0,Not Verified,0,debt_consolidation,Debt consolidation,NC
265,14000.0,60 months,21.67,384.05,A,therapeutic program worker,3 years,RENT,35000.0,Source Verified,1,debt_consolidation,Debt consolidation,OH
266,12000.0,36 months,5.32,361.38,B,sr. communications specialist,9 years,MORTGAGE,64000.0,Not Verified,0,credit_card,Credit card refinancing,MD
267,6000.0,36 months,9.76,192.93,F,Joe Sensers,8 years,OWN,32000.0,Source Verified,0,debt_consolidation,Consolidate debt,MN
268,9500.0,36 months,6.97,293.21,C,Senior Business Program Manager,10+ years,RENT,170000.0,Source Verified,0,credit_card,Credit card refinancing,WA
269,5200.0,36 months,11.67,171.9,F,public partnership,4 years,MORTGAGE,34000.0,Source Verified,0,debt_consolidation,Debt consolidation,AZ
270,8000.0,36 months,14.09,273.78,E,Corporation of the President,10+ years,MORTGAGE,113000.0,Verified,0,debt_consolidation,Debt consolidation,UT
271,2400.0,36 months,11.49,79.14,A,assembley technition,10+ years,MORTGAGE,72000.0,Source Verified,0,other,Other,CT
272,20000.0,36 months,9.17,637.58,C,Route sales associate,7 years,RENT,59000.0,Source Verified,0,debt_consolidation,Debt consolidation,IN
273,1600.0,36 months,14.31,54.93,A,assistant manager,6 years,RENT,35000.0,Not Verified,0,other,Other,OH
274,12000.0,36 months,11.39,395.09,E,Supervisor,10+ years,RENT,65000.0,Not Verified,0,debt_consolidation,Debt consolidation,VA
275,5000.0,36 months,12.59,167.49,D,Secretary,1 year,OWN,15000.0,Source Verified,0,other,Other,LA
276,15000.0,36 months,8.18,471.3,B,Account Executive ,1 year,OWN,45000.0,Verified,0,credit_card,Credit card refinancing,AZ
277,25000.0,36 months,9.17,796.98,F,Plant Electrician,10+ years,MORTGAGE,106000.0,Source Verified,0,debt_consolidation,Debt consolidation,MS
278,7000.0,36 months,13.49,237.52,D,Senior Financial Analyst,10+ years,RENT,100000.0,Not Verified,0,credit_card,Credit card refinancing,MI
279,10000.0,36 months,8.24,314.48,A,Ministry Advancement Associate,5 years,OWN,48072.0,Not Verified,0,home_improvement,Home improvement,AZ
280,18900.0,60 months,25.83,563.98,D,weaver,2 years,RENT,43000.0,Verified,1,home_improvement,Home improvement,WI
281,15000.0,36 months,6.24,457.97,E,Supervisor,10+ years,MORTGAGE,61317.51,Not Verified,0,debt_consolidation,Debt consolidation,AL
282,20000.0,36 months,15.61,699.3,A,storge manager,6 years,MORTGAGE,65000.0,Source Verified,0,debt_consolidation,Debt consolidation,GA
283,16000.0,60 months,14.49,376.37,E,Sr. Project Analyst,6 years,RENT,71000.0,Source Verified,1,debt_consolidation,Debt consolidation,MD
284,28000.0,60 months,10.49,601.7,F,Vice President,7 years,RENT,135000.0,Source Verified,0,credit_card,Credit card refinancing,NV
285,15000.0,36 months,9.17,478.19,F,Sales Manager,2 years,MORTGAGE,78000.0,Not Verified,0,credit_card,Credit card refinancing,KY
286,28000.0,36 months,7.89,876.0,A,registered nurse,10+ years,OWN,75000.0,Not Verified,0,credit_card,Credit card refinancing,KY
287,30000.0,60 months,13.11,684.29,A,US Customs Assistant,5 years,MORTGAGE,75000.0,Source Verified,0,small_business,Small Business Loan,AL
288,4200.0,36 months,7.35,130.36,G,,,RENT,24000.0,Verified,1,debt_consolidation,Debt consolidation,NC
289,12000.0,36 months,9.99,387.15,F,System Administrator,5 years,OWN,29000.0,Source Verified,0,credit_card,Credit card refinancing,CO
290,8000.0,36 months,5.32,240.92,D,Residential Services Coordinator,6 years,MORTGAGE,46600.0,Not Verified,0,credit_card,Credit card refinancing,TN
291,5250.0,36 months,14.49,180.69,C,RN,5 years,RENT,61000.0,Source Verified,0,credit_card,Credit card refinancing,MD
292,4200.0,36 months,12.79,141.1,C,,5 years,MORTGAGE,76400.0,Verified,0,home_improvement,Home improvement,AZ
293,16000.0,36 months,11.14,524.89,A,Microsoft Corporation,10+ years,MORTGAGE,200000.0,Verified,0,credit_card,Refinancing,WA
294,18000.0,36 months,12.69,603.81,C,Paramedic,2 years,MORTGAGE,50000.0,Not Verified,0,home_improvement,Home improvement,OH
295,5700.0,36 months,6.07,173.59,A,Sales associate,7 years,RENT,24000.0,Source Verified,0,major_purchase,Major purchase,TN
296,5000.0,36 months,10.91,163.49,C,New Model Trainer,10+ years,RENT,65000.0,Not Verified,1,debt_consolidation,Debt consolidation,OH
297,6000.0,36 months,6.92,185.05,B,,10+ years,MORTGAGE,105000.0,Source Verified,0,debt_consolidation,Debt consolidation,MA
298,9575.0,36 months,18.55,348.81,F,Truck Driver,1 year,RENT,46000.0,Source Verified,0,debt_consolidation,Debt consolidation,SD
299,10000.0,36 months,15.49,349.06,A,Skid steer operator,< 1 year,MORTGAGE,58000.0,Source Verified,0,debt_consolidation,Debt consolidation,MA
300,18000.0,36 months,13.67,612.32,A,Retail Store Manager,10+ years,MORTGAGE,65000.0,Verified,0,debt_consolidation,Debt consolidation,MI
301,26000.0,36 months,5.32,782.99,F,Attorney at Law,10+ years,MORTGAGE,150000.0,Not Verified,0,credit_card,Credit card refinancing,IN
302,35000.0,36 months,5.32,1054.02,F,President,8 years,MORTGAGE,108000.0,Not Verified,0,credit_card,Credit card refinancing,WY
303,2400.0,36 months,17.57,86.25,G,,,MORTGAGE,26292.0,Source Verified,0,credit_card,Credit card refinancing,OR
304,6500.0,36 months,8.9,206.4,E,US Army,9 years,MORTGAGE,38000.0,Verified,0,credit_card,Credit Card Loan,GA
305,10000.0,36 months,16.01,351.62,D,Pilot,5 years,MORTGAGE,30000.0,Source Verified,0,debt_consolidation,Debt consolidation,CO
306,5600.0,36 months,18.06,202.63,B,Bonder,6 years,MORTGAGE,60000.0,Not Verified,0,debt_consolidation,Debt consolidation,OK
307,8300.0,36 months,24.85,329.35,B,Property Manager,10+ years,MORTGAGE,36400.0,Verified,1,debt_consolidation,Debt consolidation,MI
308,2750.0,36 months,18.49,100.1,F,union bank,1 year,MORTGAGE,28000.0,Verified,0,debt_consolidation,debt consolidation,MI
309,2500.0,36 months,17.57,89.85,F,,,OWN,28696.0,Verified,0,debt_consolidation,Debt consolidation,MS
310,23675.0,60 months,11.14,516.41,A,FEDEX  EXPRESS,10+ years,MORTGAGE,60000.0,Verified,0,debt_consolidation,Debtless,CT
311,13000.0,60 months,12.99,295.73,A,Security Specialist,10+ years,MORTGAGE,89000.0,Source Verified,0,credit_card,Credit card refinancing,GA
312,8400.0,36 months,7.35,260.72,D,appliance specialist,10+ years,OWN,46000.0,Source Verified,0,debt_consolidation,Debt consolidation,NC
313,10000.0,36 months,11.99,332.1,D,Manager,7 years,MORTGAGE,80000.0,Not Verified,0,debt_consolidation,consolidation,NV
314,10000.0,36 months,9.17,318.79,F,Human Resources Analyst,7 years,MORTGAGE,110460.0,Source Verified,1,debt_consolidation,Debt consolidation,VA
315,14000.0,36 months,15.61,489.51,A,Inside Sales Account Manager,3 years,RENT,65000.0,Verified,0,debt_consolidation,Debt consolidation,LA
316,5000.0,36 months,10.91,163.49,D,Truce Spa,10+ years,MORTGAGE,32000.0,Not Verified,0,debt_consolidation,Debt consolidation,WV
317,8000.0,36 months,13.18,270.25,D,Communication Specialist,3 years,RENT,32000.0,Source Verified,1,debt_consolidation,Debt consolidation,GA
318,24000.0,36 months,6.49,735.47,C,Transcriptionist,10+ years,MORTGAGE,95000.0,Source Verified,0,credit_card,Credit card refinancing,NE
319,10000.0,36 months,10.42,324.65,G,Machanical tech.,4 years,RENT,55000.0,Not Verified,0,debt_consolidation,Debt consolidation,DE
320,15800.0,36 months,9.17,503.69,A,truckdriver,10+ years,OWN,65000.0,Not Verified,0,debt_consolidation,Debt consolidation,WV
321,35000.0,60 months,21.0,946.87,F,PNC Bank,7 years,MORTGAGE,98000.0,Verified,1,credit_card,Debt Free,OH
322,12000.0,36 months,7.69,374.33,G,Consultant,2 years,MORTGAGE,60000.0,Not Verified,0,debt_consolidation,Debt consolidation,MI
323,30000.0,36 months,12.69,1006.35,C,Electrical Superintendent,7 years,RENT,150000.0,Source Verified,0,debt_consolidation,Debt consolidation,MA
324,7200.0,60 months,17.57,181.16,B,super intendent,2 years,RENT,32000.0,Source Verified,0,debt_consolidation,Debt consolidation,OK
325,8000.0,36 months,7.26,247.97,F,ANALYST,10+ years,MORTGAGE,125789.0,Verified,0,credit_card,Credit card refinancing,MO
326,8050.0,36 months,8.18,252.93,E,Shop Foreman,8 years,RENT,36000.0,Verified,0,credit_card,Credit card refinancing,AR
327,7000.0,36 months,28.69,292.17,C,COUNTY OF ROBESON,,MORTGAGE,28000.0,Source Verified,0,debt_consolidation,Debt consolidation,AZ
328,10000.0,36 months,17.77,360.38,C,Sanmina,10+ years,MORTGAGE,36088.0,Verified,0,debt_consolidation,Debt consolidation,AL
329,6500.0,36 months,10.15,210.2,A,Patient Account Rep,< 1 year,RENT,29088.0,Source Verified,0,credit_card,Credit card refinancing,OK
330,15400.0,36 months,17.99,556.67,B,General Manager,1 year,RENT,38500.0,Source Verified,0,other,Other,SD
331,10000.0,36 months,5.32,301.15,C,sales,10+ years,MORTGAGE,65000.0,Not Verified,0,credit_card,Credit card refinancing,MO
332,8000.0,36 months,7.49,248.82,D,"Senior Manager, Trans Advisory Svcs",10+ years,RENT,60000.0,Source Verified,1,credit_card,Credit card refinancing,NV
333,5000.0,36 months,5.32,150.58,D,Modeling and Simulations Analyst,1 year,MORTGAGE,110000.0,Not Verified,0,home_improvement,Home improvement,NM
334,35000.0,60 months,21.67,960.11,B,Director,10+ years,MORTGAGE,90000.0,Verified,0,credit_card,Credit card refinancing,LA
335,10000.0,36 months,14.08,342.17,D,Staff Sergeant,6 years,RENT,59064.0,Verified,1,debt_consolidation,Debt consolidation,NC
336,15000.0,36 months,13.67,510.27,E,correctional sergeant,10+ years,MORTGAGE,45000.0,Verified,0,debt_consolidation,freedom,AZ
337,24800.0,36 months,9.49,794.31,F,Sales,< 1 year,RENT,108000.0,Source Verified,0,debt_consolidation,Debt consolidation,GA
338,10000.0,60 months,15.61,241.12,F,Product Develoment Coordinator ,8 years,RENT,50000.0,Source Verified,0,debt_consolidation,Debt consolidation,OR
339,2000.0,36 months,14.47,68.82,A,Project Manager,10+ years,MORTGAGE,64000.0,Not Verified,0,debt_consolidation,Debt consolidation,MI
340,6500.0,36 months,12.74,218.2,C,Manager,10+ years,OWN,30000.0,Source Verified,0,debt_consolidation,Debt consolidation,NC
341,10000.0,60 months,14.49,235.24,D,SPECIALIST IN HOTEL ACCOUNTING,1 year,RENT,45600.0,Source Verified,0,debt_consolidation,,OH
342,35000.0,36 months,12.99,1179.12,A,Head of BD,1 year,MORTGAGE,180000.0,Verified,1,home_improvement,Home improvement,CO
343,2425.0,36 months,25.69,97.31,D,Counter Parts Sales,2 years,RENT,31000.0,Source Verified,1,debt_consolidation,Debt consolidation,NE
344,28800.0,36 months,9.8,926.6,B,Supervisor's Assistant,10+ years,RENT,60000.0,Not Verified,0,credit_card,,NC
345,10000.0,36 months,7.89,312.86,F,machinist ,10+ years,OWN,50000.0,Source Verified,0,debt_consolidation,Debt consolidation,MO
346,8400.0,36 months,16.02,295.41,A,Electrical estimator,3 years,RENT,48000.0,Verified,0,debt_consolidation,Debt consolidation,NV
347,7500.0,36 months,23.43,292.01,E,Branch account executive ,1 year,OWN,32800.0,Verified,0,debt_consolidation,Debt consolidation,OR
348,13500.0,36 months,8.9,428.67,F,Mud Engineer,< 1 year,MORTGAGE,65000.0,Not Verified,0,credit_card,Credit card refinancing,OK
349,10000.0,36 months,9.99,322.63,C,driver mechanic,10+ years,OWN,50000.0,Not Verified,0,debt_consolidation,Debt consolidation,VA
350,12000.0,60 months,9.16,250.04,E,Program Director,10+ years,MORTGAGE,42000.0,Verified,1,credit_card,Credit card refinancing,KY
351,31900.0,36 months,18.24,1157.11,D,Application Programming Manager,10+ years,MORTGAGE,120000.0,Verified,0,debt_consolidation,Debt consolidation,AZ
